id_x,date,client_id_x,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,id_y,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id,client_id_y,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,transaction_id,is_fraud,hour,day_of_week,is_weekend,is_night,amount_abs,is_negative,is_large_amount,user_avg_amount,user_std_amount,user_max_amount,user_first_tx,user_last_tx,user_tx_count,user_unique_merchants,card_avg_amount,card_std_amount,card_tx_count,card_unique_merchants,merchant_avg_amount,merchant_std_amount,merchant_tx_count,merchant_unique_users,amount_vs_user_avg,amount_vs_card_avg,high_risk_hour,high_risk_day,unusual_amount,fraud_score
13208070,2013-08-24 03:00:00,230,5227,-197.0,Online Transaction,78644,ONLINE,,,3775,,230,39,65,1980,10,Female,675 Fifth Avenue,30.44,-91.12,$17412,$35501,$78801,693,4,5227,230,Amex,Credit,327212376390677,08/2023,611,YES,2,$8700,10/2011,2013,No,13208070.0,True,3,5,True,True,197.0,True,True,50.47,62.17,218.2,2010-01-19 06:49:00,2019-07-09 07:35:00,52,26,121.22,97.97,7,7,245.36,120.12,121,109,3.827472313969303,1.611847488136148,True,True,True,0.6473434591352061
17899477,2016-06-05 13:55:00,803,4882,126.15,Chip Transaction,30286,Santa Rosa,CA,95404.0,4814,,803,69,73,1951,2,Female,55 El Camino Boulevard,37.53,-120.84,$22799,$46487,$57336,635,3,4882,803,Mastercard,Debit,5918188974230799,01/2021,670,YES,1,$20552,09/2015,2015,No,17899477.0,False,13,6,True,False,126.15,False,False,37.04,56.4,355.0,2010-04-02 11:59:00,2019-06-19 17:19:00,79,31,68.02,88.99,24,15,117.08,69.23,280,193,3.3162460567823344,1.827731092436975,False,True,True,0.6473146830780305
16304127,2015-06-29 12:19:00,1728,20,108.24,Chip Transaction,38602,Forest Lake,MN,55025.0,5311,,1728,47,63,1972,10,Female,2614 Eighth Lane,44.35,-89.07,$18937,$38615,$74337,601,4,20,1728,Visa,Credit,4665365862082531,06/2021,412,YES,1,$3800,01/2001,2003,No,16304127.0,False,12,0,False,False,108.24,False,False,58.86,64.97,204.13,2010-02-16 09:56:00,2019-07-12 08:06:00,41,29,55.5,68.13,8,8,61.65,50.88,140,67,1.808219178082192,1.9157522123893804,False,False,False,0.6472599652558344
21044983,2018-04-04 12:53:00,22,4062,10.88,Chip Transaction,99370,Rome,Italy,,5311,,22,56,66,1963,3,Male,5651 North Boulevard,38.99,-76.88,$26467,$53966,$135478,747,1,4062,22,Visa,Credit,4568990237174716,01/2022,624,YES,2,$13600,07/2017,2017,No,21044983.0,True,12,2,False,False,10.88,False,False,30.98,25.98,97.2,2017-08-03 13:42:00,2019-10-17 16:50:00,23,12,30.98,25.98,23,12,62.76,45.96,248,131,0.3402126328955597,0.3402126328955597,False,False,False,0.6471489356834259
19401628,2017-04-21 12:43:00,1095,5060,153.94,Chip Transaction,30286,Ozone Park,NY,11416.0,4814,,1095,72,66,1948,2,Male,493 South Street,40.7,-73.89,$19329,$22918,$11371,750,5,5060,1095,Visa,Debit,4264613897925474,02/2020,66,YES,1,$14761,10/2006,2011,No,19401628.0,False,12,4,False,False,153.94,False,False,71.56,72.87,467.0,2010-09-04 21:31:00,2019-09-20 22:36:00,50,27,94.2,117.32,13,10,117.08,69.23,280,193,2.1215545755237044,1.617016806722689,False,False,False,0.6465071100592341
12455384,2013-03-10 19:33:00,901,4152,19.5,Swipe Transaction,65169,Cantonment,FL,32533.0,7210,,901,48,66,1971,9,Male,96 11th Street,30.44,-87.18,$17987,$36671,$39882,850,3,4152,901,Mastercard,Debit,5956465531203720,02/2022,270,YES,2,$4319,08/2005,2011,No,12455384.0,True,19,6,True,False,19.5,False,False,39.96,29.26,97.12,2010-01-08 22:16:00,2019-09-14 09:45:00,52,25,36.86,27.47,33,22,19.5,,1,1,0.47607421875,0.5150554675118859,False,True,False,0.6460386739708859
11149193,2012-05-20 12:08:00,1074,4108,86.1,Online Transaction,60569,ONLINE,,,5300,,1074,62,65,1957,6,Female,1305 Spruce Boulevard,44.66,-103.85,$16097,$32819,$25393,826,5,4108,1074,Mastercard,Debit,5482406481344925,02/2022,332,YES,1,$17294,08/2002,2010,No,11149193.0,True,12,6,True,False,86.1,False,False,68.01,103.0,593.1,2010-01-22 19:13:00,2019-10-31 15:45:00,48,31,34.88,39.52,12,10,65.93,58.94,2354,891,1.2476452688016229,2.3996655518394645,False,True,False,0.6448602891668129
10187066,2011-10-12 14:30:00,1076,3027,203.29,Swipe Transaction,59474,Coronado,CA,92178.0,3722,,1076,61,66,1958,8,Female,3987 11th Drive,35.05,-78.87,$18316,$37342,$48611,779,5,3027,1076,Visa,Credit,4579975371658952,06/2020,13,YES,2,$7600,05/2009,2013,No,,,14,2,False,False,203.29,False,True,45.17,47.46,248.35,2010-01-08 08:14:00,2019-10-17 13:04:00,52,26,42.4,46.56,18,13,280.78,131.34,99,98,4.403075590210093,4.684101382488479,False,False,True,0.6434605359335253
16801140,2015-10-13 16:11:00,543,5996,164.33,Swipe Transaction,49637,Toledo,WA,98591.0,3509,,543,43,65,1976,3,Female,742 Lake Street,43.37,-124.14,$15069,$30721,$49961,749,3,5996,543,Mastercard,Credit,5929898393818083,10/2017,671,YES,1,$11800,12/2010,2011,No,16801140.0,False,16,1,False,False,164.33,False,True,51.5,50.75,197.68,2010-01-16 15:06:00,2019-10-29 12:38:00,80,34,68.12,54.93,24,20,268.47,117.53,125,118,3.1300952380952385,2.377459490740741,False,False,True,0.6431008023346608
18236343,2016-08-16 10:02:00,1446,3181,179.7,Online Transaction,32858,ONLINE,,,5311,,1446,28,61,1991,4,Male,54 Burns Avenue,34.02,-94.73,$13811,$28163,$50872,689,4,3181,1446,Visa,Debit,4770102025264543,02/2020,63,NO,1,$9915,05/2016,2016,No,18236343.0,True,10,1,False,False,179.7,False,True,56.93,52.53,229.77,2011-07-13 19:05:00,2019-08-27 19:21:00,40,18,69.73,66.89,5,5,49.74,49.25,472,295,3.102019678922838,2.540647532871483,False,False,True,0.6419007504044636
8016864,2010-05-17 06:32:00,1030,3828,50.12,Swipe Transaction,41507,Port au Prince,Haiti,,5912,,1030,44,71,1975,10,Male,168 Mill Drive,45.63,-122.52,$22050,$44963,$90682,705,4,3828,1030,Visa,Debit,4504121814259932,09/2013,420,YES,2,$4269,07/2007,2009,No,8016864.0,True,6,0,False,False,50.12,False,False,36.36,66.61,354.0,2010-05-09 03:16:00,2019-09-27 03:28:00,73,32,21.16,30.27,20,14,50.12,,1,1,1.3415417558886509,2.26173285198556,False,False,False,0.6402969513464432
22843826,2019-04-20 12:49:00,1916,2395,211.73,Online Transaction,72813,ONLINE,,,6300,,1916,82,71,1937,4,Male,62696 Norfolk Drive,30.65,-84.69,$15069,$10142,$1809,767,7,2395,1916,Visa,Credit,4234252140022115,09/2021,115,YES,1,$7400,04/1994,2010,No,22843826.0,False,12,5,True,False,211.73,False,True,40.96,43.67,211.73,2010-01-22 19:48:00,2019-04-20 12:49:00,68,31,72.57,89.19,9,5,335.32,273.68,18,18,5.045996186844613,2.8779393774636404,False,True,True,0.640228267058523
16347375,2015-07-08 13:56:00,361,1261,139.41,Online Transaction,37387,ONLINE,,,4899,,361,43,68,1976,6,Male,125 Plum Drive,33.91,-118.34,$19153,$39052,$65861,804,4,1261,361,Visa,Credit,4972676446491092,06/2022,555,NO,2,$11500,02/2010,2010,No,16347375.0,False,13,2,False,False,139.41,False,False,49.05,48.97,214.96,2010-04-06 06:23:00,2019-09-09 12:14:00,48,23,67.13,61.16,17,13,135.91,65.17,63,60,2.785414585414585,2.0462351387054163,False,False,False,0.6401131643725394
21149073,2018-04-26 12:00:00,1809,3866,43.65,Chip Transaction,41375,Rome,Italy,,5912,,1809,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,$35905,$73208,$115827,664,6,3866,1809,Visa,Credit,4638912192601829,01/2022,730,YES,1,$17900,07/2008,2008,No,21149073.0,True,12,3,False,False,43.65,False,False,45.9,59.42,303.26,2010-04-13 18:16:00,2019-10-20 18:55:00,116,45,68.54,82.13,29,20,27.67,11.83,4,3,0.9307036247334756,0.6276962899050905,False,False,False,0.6397593520854011
14664140,2014-07-09 11:16:00,1879,5399,207.0,Swipe Transaction,52923,Matthews,NC,28104.0,3504,,1879,50,60,1969,5,Male,659 Valley Drive,35.66,-80.48,$18724,$38179,$50559,609,2,5399,1879,Amex,Credit,320871039524025,07/2018,845,YES,1,$4100,11/2004,2009,No,14664140.0,False,11,2,False,False,207.0,False,True,53.51,52.16,207.0,2011-01-02 08:04:00,2018-02-17 12:43:00,31,21,67.41,58.93,12,11,249.31,121.63,113,106,3.79746835443038,3.025873410320129,False,False,True,0.6386043652328075
17720838,2016-04-28 10:52:00,437,5454,70.82,Online Transaction,60569,ONLINE,,,5300,,437,46,66,1973,6,Female,9528 Hill Street,39.04,-76.49,$35645,$72670,$28915,718,3,5454,437,Mastercard,Debit,5073319862133386,01/2024,52,YES,1,$35500,11/2006,2011,No,17720838.0,True,10,3,False,False,70.82,False,False,75.4,71.61,356.67,2010-02-28 13:02:00,2019-09-25 13:19:00,70,36,67.98,80.48,29,19,65.93,58.94,2354,891,0.9269633507853402,1.026674398376341,False,False,False,0.638375545380593
13260015,2013-09-04 12:20:00,1813,4638,253.53,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,1813,35,66,1984,4,Female,334 Birch Drive,35.82,-87.01,$27637,$56350,$120125,808,4,4638,1813,Mastercard,Credit,5920524223877097,11/2024,661,NO,1,$12300,09/2007,2008,No,13260015.0,False,12,2,False,False,253.53,False,True,59.95,70.28,351.0,2010-01-01 08:15:00,2019-08-31 07:46:00,73,36,87.93,78.5,25,17,245.36,120.12,121,109,4.159639048400328,2.8508939615427864,False,False,True,0.6379022820660365
8022391,2010-05-18 11:06:00,1995,1196,128.81,Online Transaction,45453,ONLINE,,,6300,,1995,64,62,1955,7,Female,28 First Lane,39.92,-77.71,$20943,$39206,$9219,605,4,1196,1995,Visa,Debit,4014763594580478,10/2024,355,YES,2,$11268,02/2009,2013,No,8022391.0,False,11,1,False,False,128.81,False,False,47.28,44.61,227.62,2010-02-27 10:55:00,2019-07-20 22:09:00,87,34,44.97,47.41,23,17,270.93,264.75,17,17,2.667978458989229,2.8020448118338046,False,False,False,0.6377701922774552
22636198,2019-03-07 15:26:00,469,5290,126.29,Chip Transaction,30286,Corona,CA,92879.0,4814,,469,67,67,1952,3,Female,488 Bayview Boulevard,33.88,-117.85,$26675,$46945,$17835,682,4,5290,469,Mastercard,Debit,5317963113167475,08/2023,60,YES,1,$26162,10/2014,2014,No,22636198.0,False,15,3,False,False,126.29,False,False,59.08,101.3,715.74,2010-01-03 21:37:00,2019-07-28 19:52:00,73,34,28.12,34.96,15,12,117.08,69.23,280,193,2.102030625832224,4.336881868131869,False,False,True,0.6374652657073638
22703167,2019-03-21 16:20:00,1455,1386,108.55,Online Transaction,726,ONLINE,,,4900,,1455,36,67,1983,12,Male,83 Sixth Drive,32.72,-117.09,$16838,$34330,$15223,713,4,1386,1455,Amex,Credit,349159635383087,01/2023,386,YES,2,$2200,02/2019,2019,No,22703167.0,False,16,3,False,False,108.55,False,False,44.14,85.33,492.0,2010-03-18 14:14:00,2019-10-20 10:28:00,69,28,54.77,76.06,2,2,119.59,65.23,99,67,2.4047408063801505,1.9463869463869463,False,False,False,0.6368123384566906
9508009,2011-05-08 12:29:00,754,5380,215.83,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,754,76,69,1943,3,Female,15 Elm Lane,33.69,-78.89,$19025,$32817,$27209,705,6,5380,754,Mastercard,Debit,5528157431199960,07/2020,556,YES,2,$8048,11/2002,2013,No,,,12,6,True,False,215.83,False,True,59.37,49.09,426.99,2010-01-13 06:10:00,2019-07-14 22:13:00,111,35,59.1,60.48,11,10,262.17,111.75,94,90,3.575120092761306,3.591181364392679,False,True,True,0.6367951750405916
21658620,2018-08-12 11:34:00,432,4301,156.05,Online Transaction,86369,ONLINE,,,4899,,432,55,64,1964,11,Female,4329 El Camino Boulevard,36.08,-81.92,$13018,$26546,$32087,686,5,4301,432,Visa,Debit,4621289769533601,03/2022,629,YES,2,$842,08/2009,2009,No,,,11,6,True,False,156.05,False,True,64.32,46.45,308.0,2010-01-13 00:55:00,2019-10-11 11:52:00,74,29,74.83,71.2,17,13,153.7,66.37,78,75,2.389007960808329,2.057892654622181,False,True,False,0.6366387176537095
17783115,2016-05-11 16:16:00,602,3982,160.32,Chip Transaction,19751,Reidsville,NC,27320.0,5300,,602,57,67,1963,1,Male,46 South Street,36.34,-79.67,$16888,$34437,$0,681,4,3982,602,Visa,Credit,4509798381757686,11/2021,529,YES,1,$9500,07/2011,2016,No,17783115.0,False,16,2,False,False,160.32,False,True,43.26,50.53,225.95,2010-02-12 08:32:00,2019-10-03 03:22:00,94,34,66.31,59.84,24,15,66.95,57.0,13,5,3.6222322638951647,2.381815480612093,False,False,True,0.6365862143431311
22780941,2019-04-07 08:28:00,1456,2211,234.0,Online Transaction,52073,ONLINE,,,4722,,1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681,3,2211,1456,Discover,Credit,6932682320710660,08/2023,294,YES,2,$7400,03/2009,2017,No,22780941.0,False,8,6,True,False,234.0,False,True,66.39,50.24,304.82,2010-02-11 05:55:00,2019-10-28 05:55:00,101,42,80.03,67.12,26,15,277.35,143.74,62,60,3.472325270811693,2.8878193261754905,False,True,True,0.6362963279597303
22616985,2019-03-03 13:24:00,759,3716,200.19,Online Transaction,32480,ONLINE,,,4899,,759,60,65,1959,12,Male,575 Bayview Lane,35.92,-86.84,$36563,$74550,$37427,687,4,3716,759,Mastercard,Debit,5418111837859479,05/2022,529,YES,2,$23154,07/2004,2012,No,22616985.0,False,13,6,True,False,200.19,False,True,56.97,57.68,292.35,2010-01-18 15:05:00,2019-09-05 21:48:00,52,29,51.49,60.6,22,15,134.12,62.71,68,67,3.453337933413835,3.813869308439703,False,True,True,0.6356363727011151
21395055,2018-06-17 15:34:00,1470,3896,160.69,Online Transaction,77020,ONLINE,,,5816,,1470,88,57,1931,9,Male,636 Main Avenue,30.79,-98.43,$13088,$22371,$994,700,4,3896,1470,Mastercard,Debit,5794248541023903,01/2024,162,YES,3,$4394,07/2009,2009,No,21395055.0,False,15,6,True,False,160.69,False,True,59.91,109.4,587.67,2010-01-21 21:56:00,2019-10-08 21:50:00,47,28,44.91,47.82,16,12,183.91,90.57,9,9,2.638154654408144,3.500108908734481,False,True,True,0.633795788069895
13064652,2013-07-23 11:35:00,14,4106,203.0,Swipe Transaction,74934,Oakland,CA,94606.0,3596,,14,79,57,1940,12,Female,2487 Martin Luther King Drive,21.39,-158.01,$21314,$32232,$21134,652,5,4106,14,Visa,Credit,4493101815036488,06/2024,137,YES,1,$5400,08/2001,2008,No,13064652.0,False,11,1,False,False,203.0,False,True,62.69,99.69,607.87,2010-02-24 13:11:00,2019-09-06 20:45:00,44,21,94.06,94.51,8,8,272.93,121.3,108,101,3.1873135500078504,2.135493372606774,False,False,True,0.6321696740492863
15138004,2014-10-20 13:58:00,905,53,163.33,Online Transaction,80770,ONLINE,,,7922,,905,69,73,1950,11,Male,385 Maple Street,37.55,-122.26,$47524,$96901,$182809,701,5,53,905,Mastercard,Debit,5360731476529064,12/2023,898,NO,2,$64321,01/2004,2007,No,15138004.0,False,13,0,False,False,163.33,False,True,65.49,61.16,302.0,2010-03-03 17:42:00,2019-10-20 08:03:00,66,31,65.44,84.77,13,10,81.45,40.9,70,60,2.456459617987668,2.458308248043348,False,False,False,0.6317209847428009
11237431,2012-06-09 10:28:00,1540,3496,36.51,Swipe Transaction,8020,Fairfield,OH,45014.0,5813,,1540,55,61,1964,9,Female,1513 Valley Boulevard,39.33,-84.54,$21992,$44839,$63194,625,3,3496,1540,Visa,Credit,4495172888223801,12/2023,269,YES,2,$13200,06/2010,2011,No,11237431.0,True,10,5,True,False,36.51,False,False,39.84,37.33,342.0,2010-01-29 19:47:00,2019-09-29 05:37:00,173,37,48.44,50.66,63,18,36.51,,1,1,0.8939764936336924,0.7384708737864077,False,True,False,0.6313797761495794
23120602,2019-06-18 08:35:00,465,4678,202.23,Chip Transaction,52923,Paris,France,,3504,,465,47,72,1972,5,Male,38318 West Drive,34.42,-84.11,$20581,$41965,$55700,724,2,4678,465,Mastercard,Credit,5613327518828278,06/2021,118,YES,2,$5800,09/2008,2008,No,23120602.0,False,8,1,False,False,202.23,False,True,53.61,72.75,370.0,2010-06-03 08:27:00,2019-09-26 14:16:00,45,25,58.22,55.61,17,14,249.31,121.63,113,106,3.703167917963743,3.4148936170212765,False,False,True,0.6307817693354443
14230347,2014-04-05 11:31:00,1556,2972,34.46,Online Transaction,60569,ONLINE,,,5300,Insufficient Balance,1556,30,67,1989,7,Female,594 Mountain View Street,46.8,-100.76,$23679,$48277,$110153,740,4,2972,1556,Mastercard,Debit (Prepaid),5497590243197280,07/2022,306,YES,2,$55,05/2008,2008,No,14230347.0,True,11,5,True,False,34.46,False,False,64.79,82.73,484.0,2010-01-20 02:44:00,2019-08-29 16:41:00,47,21,41.37,31.4,20,11,65.93,58.94,2354,891,0.5237878096975224,0.8133113051687515,False,True,False,0.6302049422174725
12275296,2013-01-29 16:27:00,4,3413,292.0,Swipe Transaction,49637,Farmington,MI,48336.0,3509,,4,54,72,1965,3,Female,6016 Little Creek Boulevard,47.61,-122.3,$37485,$76431,$115362,716,5,3413,4,Amex,Credit,353090863754405,03/2014,451,YES,1,$19300,06/2009,2018,No,12275296.0,False,16,1,False,False,292.0,False,True,51.73,66.08,379.75,2010-02-14 12:00:00,2019-10-23 08:50:00,89,29,82.91,96.25,18,12,268.47,117.53,125,118,5.537644604589418,3.4799189607913243,False,False,True,0.6301607377434508
11128287,2012-05-15 17:26:00,1407,4695,142.59,Online Transaction,95826,ONLINE,,,3006,,1407,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689,4,4695,1407,Visa,Credit,4681503612415898,02/2014,86,YES,2,$8500,09/2008,2010,No,11128287.0,True,17,1,False,False,142.59,False,False,46.86,47.68,373.24,2010-02-24 14:29:00,2019-10-10 18:05:00,185,51,65.55,73.68,32,25,784.7,908.07,2,2,2.9793146677810283,2.1425995492111194,False,False,False,0.6298391901367267
12364287,2013-02-18 13:48:00,1670,3304,172.29,Swipe Transaction,30286,Long Beach,CA,90808.0,4814,,1670,68,65,1951,12,Male,46 Lincoln Lane,33.82,-118.11,$32079,$50184,$27778,732,4,3304,1670,Visa,Credit,4281818687372228,11/2020,956,YES,1,$15100,06/2005,2011,No,12364287.0,False,13,0,False,False,172.29,False,True,45.88,71.58,468.0,2010-01-19 12:33:00,2019-09-18 16:44:00,66,27,90.71,98.52,24,14,117.08,69.23,280,193,3.6751279863481225,1.8786391887471376,False,False,True,0.6295379243209356
18175097,2016-08-03 08:18:00,494,2333,110.93,Chip Transaction,99370,Bowie,MD,20720.0,5311,,494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,$27635,$56347,$32530,779,3,2333,494,Visa,Credit,4633191730342522,07/2023,779,YES,2,$12700,03/2014,2014,No,18175097.0,False,8,2,False,False,110.93,False,False,43.76,52.55,260.05,2010-01-09 08:12:00,2019-09-18 14:29:00,71,38,62.02,76.72,18,14,62.76,45.96,248,131,2.478328865058088,1.7602348460806094,False,False,False,0.6287965215935782
14439025,2014-05-21 08:20:00,1455,5843,162.49,Swipe Transaction,59474,New York,NY,10128.0,3722,,1455,36,67,1983,12,Male,83 Sixth Drive,32.72,-117.09,$16838,$34330,$15223,713,4,5843,1455,Visa,Credit,4096689962299789,08/2022,25,YES,1,$8000,12/2005,2011,No,14439025.0,False,8,2,False,False,162.49,False,True,44.14,85.33,492.0,2010-03-18 14:14:00,2019-10-20 10:28:00,69,28,96.68,141.4,20,14,280.78,131.34,99,98,3.5996898537882145,1.6634930384930384,False,False,True,0.6277381498667028
12683123,2013-04-30 12:26:00,604,3085,155.46,Swipe Transaction,76639,Oley,PA,19547.0,5732,,604,60,65,1959,12,Male,53 Madison Street,39.84,-75.71,$34744,$70840,$52578,736,4,3085,604,Amex,Credit,359466340825605,11/2024,426,YES,1,$16000,05/2011,2011,No,,,12,1,False,False,155.46,False,True,67.85,74.21,477.0,2010-01-28 16:59:00,2018-12-05 07:14:00,52,23,88.14,96.39,25,14,141.46,177.21,41,40,2.257952069716776,1.7439982050706755,False,False,False,0.6275695582226458
18302301,2016-08-30 11:18:00,1463,3542,9.6,Swipe Transaction,24920,Margaretville,NY,12455.0,5912,,1463,80,69,1940,1,Female,221 Catherine Boulevard,42.15,-74.53,$14515,$9766,$66,732,4,3542,1463,Amex,Credit,386623237356858,09/2023,553,NO,1,$5100,06/2012,2012,No,18302301.0,True,11,1,False,False,9.6,False,False,32.63,49.65,334.0,2010-01-18 11:24:00,2019-10-27 18:38:00,157,36,56.47,64.19,16,10,16.46,9.71,2,2,0.2854594112399642,0.1670436749608491,False,False,False,0.6266777282368305
17594611,2016-04-01 09:59:00,81,4525,177.02,Online Transaction,79050,ONLINE,,,4900,,81,66,68,1953,3,Female,804 Sixth Boulevard,29.57,-97.96,$17440,$35560,$60397,723,5,4525,81,Visa,Credit,4328702811759379,02/2022,564,NO,1,$10600,09/2002,2013,No,17594611.0,False,9,4,False,False,177.02,False,True,48.77,48.06,227.68,2010-02-25 23:41:00,2019-07-28 03:17:00,93,33,56.99,48.18,15,12,111.58,65.13,47,37,3.5567611010648985,3.052595275047422,False,False,True,0.6263386577380257
13302344,2013-09-13 15:19:00,1902,3056,103.83,Online Transaction,34490,ONLINE,,,5719,,1902,36,68,1984,2,Female,4350 Valley Boulevard,39.74,-81.51,$15950,$32522,$28260,769,2,3056,1902,Mastercard,Debit,5099488514797621,06/2021,652,YES,2,$11087,05/2010,2011,No,13302344.0,True,15,4,False,False,103.83,False,False,57.1,52.26,293.27,2010-01-16 06:18:00,2019-10-13 11:57:00,74,39,54.88,49.54,36,23,49.92,33.49,306,203,1.787091222030981,1.8580887616320687,False,False,False,0.6261814153300002
8523873,2010-09-17 06:10:00,637,3078,2065.14,Online Transaction,9922,ONLINE,,,4411,,637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,$37908,$77288,$46160,771,4,3078,637,Visa,Debit,4769992479242564,08/2012,572,YES,2,$3864,05/2010,2015,No,8523873.0,True,6,4,False,False,2065.14,False,True,76.84,212.01,2065.14,2010-03-02 10:39:00,2019-10-31 11:26:00,113,35,364.05,756.86,7,5,1688.86,532.15,2,2,26.530575539568343,5.657142857142857,False,False,True,0.6241127466144575
14140112,2014-03-16 13:02:00,231,4221,143.73,Online Transaction,37387,ONLINE,,,4899,,231,55,67,1964,3,Female,1442 Mill Avenue,35.05,-78.87,$17789,$36270,$73779,769,5,4221,231,Mastercard,Debit,5443684097691863,10/2022,473,YES,1,$26097,08/2007,2011,No,,,13,6,True,False,143.73,False,False,42.49,54.4,383.73,2010-03-21 14:28:00,2019-10-26 08:40:00,74,31,36.38,38.9,30,19,135.91,65.17,63,60,3.30489767762704,3.8451043338683775,False,True,True,0.6228639073542054
19667788,2017-06-16 15:59:00,107,5349,158.58,Swipe Transaction,30286,Jacksonville,AR,72076.0,4814,,107,50,70,1970,1,Male,1504 Lincoln Drive,34.29,-94.33,$13123,$26758,$41064,734,5,5349,107,Mastercard,Debit,5069297201755228,10/2022,922,NO,2,$9898,11/1996,2011,No,19667788.0,False,15,4,False,False,158.58,False,True,62.05,60.31,360.21,2010-03-18 10:54:00,2019-10-25 21:36:00,41,28,75.19,70.54,24,19,117.08,69.23,280,193,2.5151467089611423,2.081375508596929,False,False,False,0.6228004293784608
20677348,2018-01-16 12:00:00,1815,222,147.32,Online Transaction,37387,ONLINE,,,4899,,1815,59,66,1960,3,Female,8060 Pine Boulevard,41.82,-71.41,$30403,$61991,$2151,758,4,222,1815,Amex,Credit,371091834390039,02/2020,858,YES,2,$17800,01/2010,2011,No,,,12,1,False,False,147.32,False,False,54.41,72.87,443.73,2010-01-06 07:21:00,2019-09-15 14:11:00,75,31,63.92,78.42,34,20,135.91,65.17,63,60,2.6587258617578056,2.2692544670363524,False,False,False,0.6225841923657414
7496619,2010-01-06 11:24:00,996,3208,263.66,Swipe Transaction,3558,Lamont,CA,93241.0,3640,,996,63,67,1956,11,Female,2302 Catherine Lane,26.02,-80.16,$19712,$40194,$107765,738,6,3208,996,Mastercard,Credit,5784959743819578,07/2023,348,YES,1,$12900,06/1999,2011,No,,,11,2,False,False,263.66,False,True,59.92,93.82,712.36,2010-01-06 11:24:00,2019-10-26 13:34:00,111,29,120.99,94.46,24,10,264.59,122.56,105,99,4.327971109652003,2.161324698745799,False,False,True,0.6224995763101588
20474070,2017-12-04 10:29:00,814,340,214.73,Chip Transaction,74934,Oakland,CA,94606.0,3596,,814,72,65,1948,1,Male,9380 Hill Drive,27.98,-80.66,$15318,$16302,$14408,748,4,340,814,Visa,Credit,4458593801378188,07/2024,713,YES,2,$7400,01/2014,2014,No,20474070.0,False,10,0,False,False,214.73,False,True,56.27,136.17,1104.62,2010-03-09 16:50:00,2019-09-29 10:49:00,83,36,143.3,185.13,8,6,272.93,121.3,108,101,3.749432512659333,1.488080388080388,False,False,True,0.6222987948086269
9113669,2011-02-04 16:22:00,1470,3896,134.75,Online Transaction,86286,ONLINE,,,5732,,1470,88,57,1931,9,Male,636 Main Avenue,30.79,-98.43,$13088,$22371,$994,700,4,3896,1470,Mastercard,Debit,5794248541023903,01/2024,162,YES,3,$4394,07/2009,2009,No,9113669.0,False,16,4,False,False,134.75,False,False,59.91,109.4,587.67,2010-01-21 21:56:00,2019-10-08 21:50:00,47,28,44.91,47.82,16,12,235.22,145.01,8,8,2.2122804137251686,2.935090394249619,False,False,False,0.6222680030728647
12477144,2013-03-15 16:37:00,428,3842,211.92,Online Transaction,84682,ONLINE,,,4900,,428,39,69,1980,11,Male,6405 Fifth Avenue,42.99,-71.45,$27706,$56486,$116394,689,2,3842,428,Mastercard,Credit,5479226934776678,09/2013,276,YES,1,$14300,07/2008,2008,No,,,16,4,False,False,211.92,False,True,59.59,53.07,281.0,2010-04-04 12:41:00,2019-10-04 14:53:00,55,32,68.13,55.82,24,18,111.88,69.9,44,24,3.4976068658194417,3.065528714017069,False,False,True,0.6221442697358578
17604125,2016-04-03 11:22:00,545,1120,164.56,Chip Transaction,89733,East Peoria,IL,61611.0,5300,,545,55,67,1964,10,Male,22 First Boulevard,40.67,-89.54,$22416,$45707,$113194,715,3,1120,545,Mastercard,Debit,5500745251339739,12/2021,290,YES,2,$7898,02/2007,2014,No,17604125.0,True,11,6,True,False,164.56,False,True,59.42,68.38,305.0,2010-01-21 18:42:00,2019-07-15 10:09:00,45,23,54.13,59.31,27,16,164.56,,1,1,2.723601456471367,2.984944676219844,False,True,False,0.621669589010629
8613061,2010-10-08 14:07:00,1019,5170,279.0,Swipe Transaction,16790,Frankfort,IN,46041.0,3389,,1019,81,57,1939,1,Female,482 Grant Street,34.09,-117.96,$15775,$29928,$2028,713,4,5170,1019,Visa,Credit,4318814007161209,03/2016,388,YES,2,$3300,10/2009,2010,No,,,14,4,False,False,279.0,False,True,60.15,70.09,363.0,2010-01-06 09:25:00,2019-10-12 11:05:00,59,31,126.49,107.54,8,7,249.42,132.46,67,66,4.562551103843009,2.188406933877167,False,False,True,0.6214754534703283
